ping_id,vehicle_id,operator_id,lat,lon,speed_kmph,recorded_at,received_at
P-0001909,V-10,6,19.01875,72.823662,30.0,2026-06-15T08:20:20+05:30,2026-06-15T08:20:23+05:30
P-0001910,V-10,6,19.018929,72.823281,32.9,2026-06-15T08:20:30+05:30,2026-06-15T08:20:33+05:30
P-0001911,V-10,6,19.018815,72.822476,25.3,2026-06-15T08:20:40+05:30,2026-06-15T08:20:43+05:30
P-0001912,V-10,6,19.018623,72.822037,28.9,2026-06-15T08:20:50+05:30,2026-06-15T08:20:55+05:30
P-0001913,V-10,6,19.018647,72.821787,25.9,2026-06-15T08:21:00+05:30,2026-06-15T08:21:06+05:30
P-0001914,V-10,6,19.018535,72.821143,30.6,2026-06-15T08:21:10+05:30,2026-06-15T08:21:15+05:30
P-0001915,V-10,6,19.018263,72.820907,33.8,2026-06-15T08:21:20+05:30,2026-06-15T08:21:25+05:30
P-0001916,V-10,6,19.018261,72.819963,26.0,2026-06-15T08:21:30+05:30,2026-06-15T08:21:31+05:30
P-0001917,V-10,6,19.01807,72.819551,26.9,2026-06-15T08:21:40+05:30,2026-06-15T08:21:41+05:30
P-0001918,V-10,6,19.017979,72.819197,28.8,2026-06-15T08:21:50+05:30,2026-06-15T08:21:53+05:30
P-0001919,V-10,6,19.018104,72.818467,35.7,2026-06-15T08:22:00+05:30,2026-06-15T08:22:03+05:30
P-0001920,V-10,6,19.017897,72.818075,29.4,2026-06-15T08:22:10+05:30,2026-06-15T08:22:13+05:30
P-0001921,V-10,6,19.017843,72.817596,35.3,2026-06-15T08:22:20+05:30,2026-06-15T08:22:21+05:30
P-0001922,V-10,6,19.01772,72.817221,34.5,2026-06-15T08:22:30+05:30,2026-06-15T08:22:35+05:30
P-0001923,V-10,6,19.017708,72.816837,28.6,2026-06-15T08:22:40+05:30,2026-06-15T08:22:43+05:30
P-0001924,V-10,6,19.017544,72.815892,29.5,2026-06-15T08:22:50+05:30,2026-06-15T08:22:54+05:30
P-0001925,V-10,6,19.017621,72.815778,31.9,2026-06-15T08:23:00+05:30,2026-06-15T08:23:04+05:30
P-0001926,V-02,5,19.218368,72.978291,26.6,2026-06-15T07:40:00+05:30,2026-06-15T07:40:03+05:30
P-0001927,V-02,5,19.217984,72.977729,28.8,2026-06-15T07:40:10+05:30,2026-06-15T07:40:14+05:30
P-0001928,V-02,5,19.217721,72.977748,30.7,2026-06-15T07:40:20+05:30,2026-06-15T07:40:26+05:30
P-0001929,V-02,5,19.217557,72.977543,27.5,2026-06-15T07:40:30+05:30,2026-06-15T07:40:33+05:30
P-0001930,V-02,5,19.217043,72.977197,32.7,2026-06-15T07:40:40+05:30,2026-06-15T07:40:44+05:30
P-0001931,V-02,5,19.21645,72.977309,31.2,2026-06-15T07:40:50+05:30,2026-06-15T07:40:52+05:30
P-0001932,V-02,5,19.216302,72.976725,30.0,2026-06-15T07:41:00+05:30,2026-06-15T07:41:04+05:30
P-0001933,V-02,5,19.216123,72.976559,28.4,2026-06-15T07:41:10+05:30,2026-06-15T07:41:12+05:30
P-0001934,V-02,5,19.215867,72.976337,31.6,2026-06-15T07:41:20+05:30,2026-06-15T07:41:21+05:30
P-0001935,V-02,5,19.215415,72.976413,35.4,2026-06-15T07:41:30+05:30,2026-06-15T07:41:31+05:30
P-0001936,V-02,5,19.215337,72.976199,30.5,2026-06-15T07:41:40+05:30,2026-06-15T07:41:41+05:30
P-0001937,V-02,5,19.214662,72.976213,35.9,2026-06-15T07:41:50+05:30,2026-06-15T07:41:53+05:30
P-0001938,V-02,5,19.214364,72.975787,34.5,2026-06-15T07:42:00+05:30,2026-06-15T07:42:01+05:30
P-0001939,V-02,5,19.213932,72.975794,25.4,2026-06-15T07:42:10+05:30,2026-06-15T07:42:12+05:30
P-0001940,V-02,5,19.213716,72.975541,28.0,2026-06-15T07:42:20+05:30,2026-06-15T07:42:23+05:30
P-0001941,V-02,5,19.213278,72.975296,28.8,2026-06-15T07:42:30+05:30,2026-06-15T07:42:36+05:30
P-0001942,V-02,5,19.213035,72.974867,25.6,2026-06-15T07:42:40+05:30,2026-06-15T07:42:44+05:30
P-0001943,V-02,5,19.213009,72.974951,32.8,2026-06-15T07:42:50+05:30,2026-06-15T07:42:56+05:30
P-0001944,V-02,5,19.212337,72.974868,25.6,2026-06-15T07:43:00+05:30,2026-06-15T07:43:01+05:30
P-0001945,V-02,5,19.211965,72.974586,24.0,2026-06-15T07:43:10+05:30,2026-06-15T07:43:14+05:30
P-0001946,V-02,5,19.212065,72.974239,23.6,2026-06-15T07:43:20+05:30,2026-06-15T07:43:22+05:30
P-0001947,V-02,5,19.211729,72.973884,28.4,2026-06-15T07:43:30+05:30,2026-06-15T07:43:33+05:30
P-0001948,V-02,5,19.211483,72.973865,27.3,2026-06-15T07:43:40+05:30,2026-06-15T07:43:45+05:30
P-0001949,V-02,5,19.210912,72.973599,25.2,2026-06-15T07:43:50+05:30,2026-06-15T07:43:53+05:30
P-0001950,V-02,5,19.210608,72.973516,34.1,2026-06-15T07:44:00+05:30,2026-06-15T07:44:02+05:30
P-0001951,V-02,5,19.210484,72.973248,25.2,2026-06-15T07:44:10+05:30,2026-06-15T07:44:14+05:30
P-0001952,V-02,5,19.210052,72.973308,33.2,2026-06-15T07:44:20+05:30,2026-06-15T07:44:25+05:30
P-0001953,V-02,5,19.209822,72.972948,32.7,2026-06-15T07:44:30+05:30,2026-06-15T07:44:34+05:30
P-0001954,V-02,5,19.209549,72.972613,23.1,2026-06-15T07:44:40+05:30,2026-06-15T07:44:43+05:30
P-0001955,V-02,5,19.208814,72.972719,24.6,2026-06-15T07:44:50+05:30,2026-06-15T07:44:54+05:30
P-0001956,V-02,5,19.208449,72.972233,30.8,2026-06-15T07:45:00+05:30,2026-06-15T07:45:03+05:30
P-0001957,V-02,5,19.208279,72.9721,24.7,2026-06-15T07:45:10+05:30,2026-06-15T07:45:14+05:30
P-0001958,V-02,5,19.207937,72.972034,27.8,2026-06-15T07:45:20+05:30,2026-06-15T07:45:25+05:30
P-0001959,V-02,5,19.207908,72.971828,27.4,2026-06-15T07:45:30+05:30,2026-06-15T07:45:36+05:30
P-0001960,V-02,5,19.207356,72.971356,27.9,2026-06-15T07:45:40+05:30,2026-06-15T07:45:44+05:30
P-0001961,V-02,5,19.206982,72.971272,31.1,2026-06-15T07:45:50+05:30,2026-06-15T07:45:53+05:30
P-0001962,V-02,5,19.206903,72.971235,23.8,2026-06-15T07:46:00+05:30,2026-06-15T07:46:02+05:30
P-0001963,V-02,5,19.206537,72.971189,26.9,2026-06-15T07:46:10+05:30,2026-06-15T07:46:13+05:30
P-0001964,V-02,5,19.206282,72.970838,23.7,2026-06-15T07:46:20+05:30,2026-06-15T07:46:26+05:30
P-0001965,V-02,5,19.205805,72.970624,21.3,2026-06-15T07:46:30+05:30,2026-06-15T07:46:33+05:30
P-0001966,V-02,5,19.205353,72.97018,22.5,2026-06-15T07:46:40+05:30,2026-06-15T07:46:43+05:30
P-0001967,V-02,5,19.205071,72.970278,20.7,2026-06-15T07:46:50+05:30,2026-06-15T07:46:56+05:30
P-0001968,V-02,5,19.204928,72.969954,30.0,2026-06-15T07:47:00+05:30,2026-06-15T07:47:04+05:30
P-0001969,V-02,5,19.204576,72.96971,28.0,2026-06-15T07:47:10+05:30,2026-06-15T07:47:15+05:30
P-0001970,V-02,5,19.204264,72.96986,29.2,2026-06-15T07:47:20+05:30,2026-06-15T07:47:22+05:30
P-0001971,V-02,5,19.20376,72.969397,21.5,2026-06-15T07:47:30+05:30,2026-06-15T07:47:32+05:30
P-0001972,V-02,5,19.203525,72.969497,28.4,2026-06-15T07:47:40+05:30,2026-06-15T07:47:45+05:30
P-0001973,V-02,5,19.203421,72.969014,28.5,2026-06-15T07:47:50+05:30,2026-06-15T07:47:55+05:30
P-0001974,V-02,5,19.203075,72.968588,30.1,2026-06-15T07:48:00+05:30,2026-06-15T07:48:03+05:30
P-0001975,V-02,5,19.2027,72.96869,25.4,2026-06-15T07:48:10+05:30,2026-06-15T07:48:15+05:30
P-0001976,V-02,5,19.202408,72.968278,22.8,2026-06-15T07:48:20+05:30,2026-06-15T07:48:21+05:30
P-0001977,V-02,5,19.202084,72.967904,20.2,2026-06-15T07:48:30+05:30,2026-06-15T07:48:35+05:30
P-0001978,V-02,5,19.201524,72.968032,24.8,2026-06-15T07:48:40+05:30,2026-06-15T07:48:46+05:30
P-0001979,V-02,5,19.201504,72.967545,22.7,2026-06-15T07:48:50+05:30,2026-06-15T07:48:53+05:30
P-0001980,V-02,5,19.201261,72.967384,28.0,2026-06-15T07:49:00+05:30,2026-06-15T07:49:03+05:30
P-0001981,V-02,5,19.200765,72.967389,24.5,2026-06-15T07:49:10+05:30,2026-06-15T07:49:15+05:30
P-0001982,V-02,5,19.200725,72.966778,28.8,2026-06-15T07:49:20+05:30,2026-06-15T07:49:21+05:30
P-0001983,V-02,5,19.200075,72.966685,30.7,2026-06-15T07:49:30+05:30,2026-06-15T07:49:34+05:30
P-0001984,V-02,5,19.199888,72.966748,23.0,2026-06-15T07:49:40+05:30,2026-06-15T07:49:42+05:30
P-0001985,V-02,5,19.199546,72.966499,22.2,2026-06-15T07:49:50+05:30,2026-06-15T07:49:55+05:30
P-0001986,V-02,5,19.199474,72.966235,29.6,2026-06-15T07:50:00+05:30,2026-06-15T07:50:04+05:30
P-0001987,V-02,5,19.199134,72.96582,30.2,2026-06-15T07:50:10+05:30,2026-06-15T07:50:16+05:30
P-0001988,V-02,5,19.198854,72.965645,27.2,2026-06-15T07:50:20+05:30,2026-06-15T07:50:25+05:30
P-0001989,V-02,5,19.198574,72.965539,29.7,2026-06-15T07:50:30+05:30,2026-06-15T07:50:34+05:30
P-0001990,V-02,5,19.197989,72.96524,23.6,2026-06-15T07:50:40+05:30,2026-06-15T07:50:46+05:30
P-0001991,V-02,5,19.197828,72.96504,28.0,2026-06-15T07:50:50+05:30,2026-06-15T07:50:53+05:30
P-0001992,V-02,5,19.197443,72.964641,20.9,2026-06-15T07:51:00+05:30,2026-06-15T07:51:06+05:30
P-0001993,V-02,5,19.197203,72.964621,18.7,2026-06-15T07:51:10+05:30,2026-06-15T07:51:15+05:30
P-0001994,V-02,5,19.196981,72.964045,22.3,2026-06-15T07:51:20+05:30,2026-06-15T07:51:22+05:30
P-0001995,V-02,5,19.196925,72.96387,21.8,2026-06-15T07:51:30+05:30,2026-06-15T07:51:35+05:30
P-0001996,V-02,5,19.196204,72.963795,18.6,2026-06-15T07:51:40+05:30,2026-06-15T07:51:41+05:30
P-0001997,V-02,5,19.196276,72.963749,24.1,2026-06-15T07:51:50+05:30,2026-06-15T07:51:53+05:30
P-0001998,V-02,5,19.195912,72.963463,21.2,2026-06-15T07:52:00+05:30,2026-06-15T07:52:03+05:30
P-0001999,V-02,5,19.195457,72.963307,27.3,2026-06-15T07:52:10+05:30,2026-06-15T07:52:15+05:30
P-0002000,V-02,5,19.195249,72.963077,21.7,2026-06-15T07:52:20+05:30,2026-06-15T07:52:26+05:30
P-0002001,V-02,5,19.195129,72.962442,16.9,2026-06-15T07:52:30+05:30,2026-06-15T07:52:32+05:30
P-0002002,V-02,5,19.194546,72.962429,24.6,2026-06-15T07:52:40+05:30,2026-06-15T07:52:44+05:30
P-0002003,V-02,5,19.194267,72.961967,27.5,2026-06-15T07:52:50+05:30,2026-06-15T07:52:53+05:30
P-0002004,V-02,5,19.194024,72.96184,18.6,2026-06-15T07:53:00+05:30,2026-06-15T07:53:01+05:30
P-0002005,V-02,5,19.193735,72.961671,22.2,2026-06-15T07:53:10+05:30,2026-06-15T07:53:12+05:30
P-0002006,V-02,5,19.193497,72.961479,20.8,2026-06-15T07:53:20+05:30,2026-06-15T07:53:22+05:30
P-0002007,V-02,5,19.192921,72.961364,26.9,2026-06-15T07:53:30+05:30,2026-06-15T07:53:35+05:30
P-0002008,V-02,5,19.192717,72.960903,18.3,2026-06-15T07:53:40+05:30,2026-06-15T07:53:46+05:30
P-0002009,V-02,5,19.192784,72.960897,19.2,2026-06-15T07:53:50+05:30,2026-06-15T07:53:52+05:30
P-0002010,V-02,5,19.192074,72.960696,26.2,2026-06-15T07:54:00+05:30,2026-06-15T07:54:02+05:30
P-0002011,V-02,5,19.191882,72.960252,23.9,2026-06-15T07:54:10+05:30,2026-06-15T07:54:14+05:30
P-0002012,V-02,5,19.191785,72.96011,17.6,2026-06-15T07:54:20+05:30,2026-06-15T07:54:26+05:30
P-0002013,V-02,5,19.191242,72.960096,22.4,2026-06-15T07:54:30+05:30,2026-06-15T07:54:31+05:30
P-0002014,V-02,5,19.190975,72.959492,23.2,2026-06-15T07:54:40+05:30,2026-06-15T07:54:46+05:30
P-0002015,V-02,5,19.19093,72.959339,27.4,2026-06-15T07:54:50+05:30,2026-06-15T07:54:56+05:30
P-0002016,V-02,5,19.190616,72.959046,20.2,2026-06-15T07:55:00+05:30,2026-06-15T07:55:06+05:30
P-0002017,V-02,5,19.190078,72.959027,25.4,2026-06-15T07:55:10+05:30,2026-06-15T07:55:12+05:30
P-0002018,V-02,5,19.18973,72.958958,18.6,2026-06-15T07:55:20+05:30,2026-06-15T07:55:26+05:30
P-0002019,V-02,5,19.189452,72.958633,25.6,2026-06-15T07:55:30+05:30,2026-06-15T07:55:36+05:30
P-0002020,V-02,5,19.189296,72.958179,19.2,2026-06-15T07:55:40+05:30,2026-06-15T07:55:41+05:30
P-0002021,V-02,5,19.189041,72.958296,15.6,2026-06-15T07:55:50+05:30,2026-06-15T07:55:53+05:30
P-0002022,V-02,5,19.188468,72.957715,19.2,2026-06-15T07:56:00+05:30,2026-06-15T07:56:04+05:30
P-0002023,V-02,5,19.188488,72.957806,25.9,2026-06-15T07:56:10+05:30,2026-06-15T07:56:14+05:30
P-0002024,V-02,5,19.188039,72.957572,23.8,2026-06-15T07:56:20+05:30,2026-06-15T07:56:25+05:30
P-0002025,V-02,5,19.187979,72.957116,18.1,2026-06-15T07:56:30+05:30,2026-06-15T07:56:31+05:30
P-0002026,V-02,5,19.187584,72.957148,18.5,2026-06-15T07:56:40+05:30,2026-06-15T07:56:42+05:30
P-0002027,V-02,5,19.187472,72.956784,24.2,2026-06-15T07:56:50+05:30,2026-06-15T07:56:51+05:30
P-0002028,V-02,5,19.186951,72.956463,15.8,2026-06-15T07:57:00+05:30,2026-06-15T07:57:06+05:30
P-0002029,V-02,5,19.186512,72.956073,22.6,2026-06-15T07:57:10+05:30,2026-06-15T07:57:14+05:30
P-0002030,V-02,5,19.186405,72.956264,21.9,2026-06-15T07:57:20+05:30,2026-06-15T07:57:21+05:30
P-0002031,V-02,5,19.185982,72.95574,20.1,2026-06-15T07:57:30+05:30,2026-06-15T07:57:34+05:30
P-0002032,V-02,5,19.185739,72.955519,20.6,2026-06-15T07:57:40+05:30,2026-06-15T07:57:44+05:30
P-0002033,V-02,5,19.185342,72.955247,14.2,2026-06-15T07:57:50+05:30,2026-06-15T07:57:53+05:30
P-0002034,V-02,5,19.185002,72.95504,18.4,2026-06-15T07:58:00+05:30,2026-06-15T07:58:04+05:30
P-0002035,V-02,5,19.185066,72.955005,17.1,2026-06-15T07:58:10+05:30,2026-06-15T07:58:12+05:30
P-0002036,V-02,5,19.18435,72.954913,17.9,2026-06-15T07:58:20+05:30,2026-06-15T07:58:25+05:30
P-0002037,V-02,5,19.184259,72.954407,21.8,2026-06-15T07:58:30+05:30,2026-06-15T07:58:33+05:30
P-0002038,V-02,5,19.184191,72.954,22.0,2026-06-15T07:58:40+05:30,2026-06-15T07:58:44+05:30
P-0002039,V-02,5,19.183464,72.954084,24.3,2026-06-15T07:58:50+05:30,2026-06-15T07:58:53+05:30
P-0002040,V-02,5,19.183363,72.953786,15.2,2026-06-15T07:59:00+05:30,2026-06-15T07:59:02+05:30
P-0002041,V-02,5,19.182889,72.953476,23.8,2026-06-15T07:59:10+05:30,2026-06-15T07:59:14+05:30
P-0002042,V-02,5,19.182831,72.953244,18.7,2026-06-15T07:59:20+05:30,2026-06-15T07:59:22+05:30
P-0002043,V-02,5,19.182659,72.95317,15.6,2026-06-15T07:59:30+05:30,2026-06-15T07:59:32+05:30
P-0002044,V-02,5,19.182275,72.952745,19.1,2026-06-15T07:59:40+05:30,2026-06-15T07:59:46+05:30
P-0002045,V-02,5,19.181829,72.952723,19.2,2026-06-15T07:59:50+05:30,2026-06-15T07:59:55+05:30
P-0002046,V-02,5,19.181565,72.952753,15.7,2026-06-15T08:00:00+05:30,2026-06-15T08:00:06+05:30
P-0002047,V-02,5,19.181022,72.952216,18.2,2026-06-15T08:00:10+05:30,2026-06-15T08:00:11+05:30
P-0002048,V-02,5,19.181001,72.95218,19.5,2026-06-15T08:00:20+05:30,2026-06-15T08:00:25+05:30
P-0002049,V-02,5,19.180434,72.951719,21.0,2026-06-15T08:00:30+05:30,2026-06-15T08:00:34+05:30
P-0002050,V-02,5,19.180456,72.951689,24.2,2026-06-15T08:00:40+05:30,2026-06-15T08:00:44+05:30
P-0002051,V-02,5,19.179774,72.951737,24.3,2026-06-15T08:00:50+05:30,2026-06-15T08:00:56+05:30
P-0002052,V-02,5,19.179799,72.951322,23.1,2026-06-15T08:01:00+05:30,2026-06-15T08:01:05+05:30
P-0002053,V-02,5,19.179359,72.951123,23.2,2026-06-15T08:01:10+05:30,2026-06-15T08:01:15+05:30
P-0002054,V-02,5,19.178771,72.950771,23.5,2026-06-15T08:01:20+05:30,2026-06-15T08:01:26+05:30
P-0002055,V-02,5,19.178752,72.950523,21.4,2026-06-15T08:01:30+05:30,2026-06-15T08:01:35+05:30
P-0002056,V-02,5,19.178593,72.950475,16.8,2026-06-15T08:01:40+05:30,2026-06-15T08:01:41+05:30
P-0002057,V-02,5,19.178246,72.950021,16.4,2026-06-15T08:01:50+05:30,2026-06-15T08:01:52+05:30
P-0002058,V-02,5,19.17753,72.950027,24.5,2026-06-15T08:02:00+05:30,2026-06-15T08:02:03+05:30
P-0002059,V-02,5,19.177497,72.949995,16.2,2026-06-15T08:02:10+05:30,2026-06-15T08:02:11+05:30
P-0002060,V-02,5,19.177188,72.949452,17.8,2026-06-15T08:02:20+05:30,2026-06-15T08:02:23+05:30
P-0002061,V-02,5,19.176848,72.949327,13.0,2026-06-15T08:02:30+05:30,2026-06-15T08:02:35+05:30
P-0002062,V-02,5,19.176341,72.949303,12.7,2026-06-15T08:02:40+05:30,2026-06-15T08:02:41+05:30
P-0002063,V-02,5,19.176319,72.948778,12.6,2026-06-15T08:02:50+05:30,2026-06-15T08:02:51+05:30
P-0002064,V-02,5,19.175639,72.948922,15.3,2026-06-15T08:03:00+05:30,2026-06-15T08:03:04+05:30
P-0002065,V-02,5,19.175459,72.948845,20.8,2026-06-15T08:03:10+05:30,2026-06-15T08:03:16+05:30
P-0002066,V-02,5,19.175229,72.948445,14.1,2026-06-15T08:03:20+05:30,2026-06-15T08:03:24+05:30
P-0002067,V-02,5,19.175124,72.948034,12.8,2026-06-15T08:03:30+05:30,2026-06-15T08:03:31+05:30
P-0002068,V-02,5,19.174476,72.948163,15.2,2026-06-15T08:03:40+05:30,2026-06-15T08:03:42+05:30
P-0002069,V-02,5,19.174394,72.947831,21.4,2026-06-15T08:03:50+05:30,2026-06-15T08:03:52+05:30
P-0002070,V-02,5,19.174012,72.947812,19.2,2026-06-15T08:04:00+05:30,2026-06-15T08:04:05+05:30
P-0002071,V-02,5,19.173736,72.947421,15.5,2026-06-15T08:04:10+05:30,2026-06-15T08:04:11+05:30
P-0002072,V-02,5,19.173444,72.947198,19.7,2026-06-15T08:04:20+05:30,2026-06-15T08:04:22+05:30
P-0002073,V-02,5,19.173034,72.946718,14.4,2026-06-15T08:04:30+05:30,2026-06-15T08:04:34+05:30
P-0002074,V-02,5,19.172687,72.946748,13.6,2026-06-15T08:04:40+05:30,2026-06-15T08:04:45+05:30
P-0002075,V-02,5,19.172449,72.946748,15.4,2026-06-15T08:04:50+05:30,2026-06-15T08:04:54+05:30
P-0002076,V-02,5,19.172177,72.946324,16.9,2026-06-15T08:05:00+05:30,2026-06-15T08:05:03+05:30
P-0002077,V-02,5,19.171691,72.946225,18.5,2026-06-15T08:05:10+05:30,2026-06-15T08:05:13+05:30
P-0002078,V-02,5,19.171557,72.945831,21.3,2026-06-15T08:05:20+05:30,2026-06-15T08:05:24+05:30
P-0002079,V-02,5,19.171225,72.945551,19.4,2026-06-15T08:05:30+05:30,2026-06-15T08:05:31+05:30
P-0002080,V-02,5,19.170791,72.945679,14.1,2026-06-15T08:05:40+05:30,2026-06-15T08:05:42+05:30
P-0002081,V-02,5,19.170386,72.945079,22.0,2026-06-15T08:05:50+05:30,2026-06-15T08:05:54+05:30
P-0002082,V-02,5,19.170367,72.945239,22.1,2026-06-15T08:06:00+05:30,2026-06-15T08:06:03+05:30
P-0002083,V-02,5,19.169795,72.945122,19.9,2026-06-15T08:06:10+05:30,2026-06-15T08:06:11+05:30
P-0002084,V-02,5,19.169749,72.944504,18.6,2026-06-15T08:06:20+05:30,2026-06-15T08:06:23+05:30
P-0002085,V-02,5,19.169475,72.944336,17.4,2026-06-15T08:06:30+05:30,2026-06-15T08:06:35+05:30
P-0002086,V-02,5,19.168859,72.94424,13.2,2026-06-15T08:06:40+05:30,2026-06-15T08:06:46+05:30
P-0002087,V-02,5,19.168637,72.943963,23.6,2026-06-15T08:06:50+05:30,2026-06-15T08:06:55+05:30
P-0002088,V-02,5,19.168652,72.943987,22.3,2026-06-15T08:07:00+05:30,2026-06-15T08:07:06+05:30
P-0002089,V-02,5,19.168047,72.943571,21.0,2026-06-15T08:07:10+05:30,2026-06-15T08:07:12+05:30
P-0002090,V-02,5,19.16816,72.943094,14.9,2026-06-15T08:07:20+05:30,2026-06-15T08:07:25+05:30
P-0002091,V-02,5,19.167566,72.943119,15.8,2026-06-15T08:07:30+05:30,2026-06-15T08:07:34+05:30
P-0002092,V-02,5,19.167225,72.942549,21.8,2026-06-15T08:07:40+05:30,2026-06-15T08:07:43+05:30
P-0002093,V-02,5,19.167094,72.942329,13.6,2026-06-15T08:07:50+05:30,2026-06-15T08:07:53+05:30
P-0002094,V-02,5,19.166809,72.94224,19.2,2026-06-15T08:08:00+05:30,2026-06-15T08:08:03+05:30
P-0002095,V-02,5,19.16682,72.941609,14.7,2026-06-15T08:08:10+05:30,2026-06-15T08:08:16+05:30
P-0002096,V-02,5,19.166597,72.941486,23.9,2026-06-15T08:08:20+05:30,2026-06-15T08:08:23+05:30
P-0002097,V-02,5,19.166056,72.941135,20.0,2026-06-15T08:08:30+05:30,2026-06-15T08:08:34+05:30
P-0002098,V-02,5,19.165986,72.940909,19.2,2026-06-15T08:08:40+05:30,2026-06-15T08:08:44+05:30
P-0002099,V-02,5,19.165669,72.940948,15.8,2026-06-15T08:08:50+05:30,2026-06-15T08:08:53+05:30
P-0002100,V-02,5,19.165372,72.940399,20.8,2026-06-15T08:09:00+05:30,2026-06-15T08:09:01+05:30
P-0002101,V-02,5,19.165196,72.94037,20.0,2026-06-15T08:09:10+05:30,2026-06-15T08:09:15+05:30
P-0002102,V-02,5,19.165122,72.939757,21.2,2026-06-15T08:09:20+05:30,2026-06-15T08:09:25+05:30
P-0002103,V-02,5,19.164843,72.939873,15.8,2026-06-15T08:09:30+05:30,2026-06-15T08:09:36+05:30
P-0002104,V-02,5,19.164246,72.939421,18.7,2026-06-15T08:09:40+05:30,2026-06-15T08:09:46+05:30
P-0002105,V-02,5,19.164413,72.939272,19.1,2026-06-15T08:09:50+05:30,2026-06-15T08:09:55+05:30
P-0002106,V-02,5,19.163868,72.938623,18.3,2026-06-15T08:10:00+05:30,2026-06-15T08:10:01+05:30
P-0002107,V-02,5,19.163544,72.938357,19.5,2026-06-15T08:10:10+05:30,2026-06-15T08:10:15+05:30
P-0002108,V-02,5,19.163575,72.938375,20.3,2026-06-15T08:10:20+05:30,2026-06-15T08:10:23+05:30
P-0002109,V-02,5,19.163232,72.938129,19.3,2026-06-15T08:10:30+05:30,2026-06-15T08:10:34+05:30
P-0002110,V-02,5,19.163016,72.937525,21.2,2026-06-15T08:10:40+05:30,2026-06-15T08:10:44+05:30
P-0002111,V-02,5,19.162788,72.93721,14.7,2026-06-15T08:10:50+05:30,2026-06-15T08:10:51+05:30
P-0002112,V-02,5,19.16238,72.937378,21.0,2026-06-15T08:11:00+05:30,2026-06-15T08:11:02+05:30
P-0002113,V-02,5,19.162095,72.937006,20.9,2026-06-15T08:11:10+05:30,2026-06-15T08:11:13+05:30
P-0002114,V-02,5,19.161786,72.936352,23.2,2026-06-15T08:11:20+05:30,2026-06-15T08:11:23+05:30
P-0002115,V-02,5,19.161548,72.936451,13.9,2026-06-15T08:11:30+05:30,2026-06-15T08:11:35+05:30
P-0002116,V-02,5,19.161348,72.935846,16.5,2026-06-15T08:11:40+05:30,2026-06-15T08:11:42+05:30
P-0002117,V-02,5,19.161009,72.935729,13.1,2026-06-15T08:11:50+05:30,2026-06-15T08:11:54+05:30
P-0002118,V-02,5,19.161142,72.935272,24.3,2026-06-15T08:12:00+05:30,2026-06-15T08:12:01+05:30
P-0002119,V-02,5,19.160462,72.93512,19.2,2026-06-15T08:12:10+05:30,2026-06-15T08:12:11+05:30
P-0002120,V-02,5,19.160326,72.934778,13.2,2026-06-15T08:12:20+05:30,2026-06-15T08:12:25+05:30
P-0002121,V-02,5,19.160284,72.934861,17.6,2026-06-15T08:12:30+05:30,2026-06-15T08:12:36+05:30
P-0002122,V-02,5,19.159772,72.934438,16.6,2026-06-15T08:12:40+05:30,2026-06-15T08:12:45+05:30
P-0002123,V-02,5,19.159552,72.934022,14.7,2026-06-15T08:12:50+05:30,2026-06-15T08:12:55+05:30
P-0002124,V-02,5,19.159498,72.933731,17.1,2026-06-15T08:13:00+05:30,2026-06-15T08:13:06+05:30
P-0002125,V-02,5,19.159232,72.933666,18.3,2026-06-15T08:13:10+05:30,2026-06-15T08:13:12+05:30
P-0002126,V-02,5,19.158923,72.933088,20.3,2026-06-15T08:13:20+05:30,2026-06-15T08:13:23+05:30
P-0002127,V-02,5,19.158519,72.933019,22.5,2026-06-15T08:13:30+05:30,2026-06-15T08:13:35+05:30
P-0002128,V-02,5,19.158248,72.932591,22.6,2026-06-15T08:13:40+05:30,2026-06-15T08:13:41+05:30
P-0002129,V-02,5,19.157937,72.932579,20.8,2026-06-15T08:13:50+05:30,2026-06-15T08:13:54+05:30
P-0002130,V-02,5,19.1577,72.932077,24.4,2026-06-15T08:14:00+05:30,2026-06-15T08:14:05+05:30
P-0002131,V-02,5,19.157571,72.931676,24.6,2026-06-15T08:14:10+05:30,2026-06-15T08:14:15+05:30
P-0002132,V-02,5,19.157356,72.931572,16.5,2026-06-15T08:14:20+05:30,2026-06-15T08:14:23+05:30
P-0002133,V-02,5,19.157273,72.931294,24.0,2026-06-15T08:14:30+05:30,2026-06-15T08:14:31+05:30
P-0002134,V-02,5,19.156694,72.930891,24.7,2026-06-15T08:14:40+05:30,2026-06-15T08:14:46+05:30
P-0002135,V-02,5,19.156663,72.930728,19.3,2026-06-15T08:14:50+05:30,2026-06-15T08:14:56+05:30
P-0002136,V-02,5,19.156595,72.930589,18.5,2026-06-15T08:15:00+05:30,2026-06-15T08:15:04+05:30
P-0002137,V-02,5,19.156132,72.930249,21.8,2026-06-15T08:15:10+05:30,2026-06-15T08:15:11+05:30
P-0002138,V-02,5,19.15598,72.929901,15.2,2026-06-15T08:15:20+05:30,2026-06-15T08:15:21+05:30
P-0002139,V-02,5,19.155722,72.929716,21.0,2026-06-15T08:15:30+05:30,2026-06-15T08:15:33+05:30
P-0002140,V-02,5,19.155159,72.929498,19.8,2026-06-15T08:15:40+05:30,2026-06-15T08:15:43+05:30
